# StainedGlass Shader Profiler
# Configuration: Hybrid
# BoidCount: 500
# GPU: Apple M2
# CPU: Apple M2
# RAM_MB: 16384
# UnityVersion: 6000.3.8f1
# Recorded: 2026-04-27 15:50:04
Frame,GPU_ms,RenderThread_ms,BoidCount,Configuration,IsolationActive
601,3.063,0.000,500,Hybrid,0
602,4.321,0.000,500,Hybrid,0
603,5.734,0.000,500,Hybrid,0
604,5.551,0.000,500,Hybrid,0
605,5.446,0.000,500,Hybrid,0
606,5.188,0.000,500,Hybrid,0
607,5.145,0.000,500,Hybrid,0
608,5.028,0.000,500,Hybrid,0
609,4.503,0.000,500,Hybrid,0
610,4.214,0.000,500,Hybrid,0
611,3.978,0.000,500,Hybrid,0
612,3.868,0.000,500,Hybrid,0
613,3.999,0.000,500,Hybrid,0
614,3.921,0.000,500,Hybrid,0
615,4.011,0.000,500,Hybrid,0
616,3.879,0.000,500,Hybrid,0
617,3.758,0.000,500,Hybrid,0
618,4.309,0.000,500,Hybrid,0
619,4.348,0.000,500,Hybrid,0
620,4.132,0.000,500,Hybrid,0
621,4.155,0.000,500,Hybrid,0
622,4.039,0.000,500,Hybrid,0
623,4.053,0.000,500,Hybrid,0
624,3.856,0.000,500,Hybrid,0
625,2.770,0.000,500,Hybrid,0
626,2.842,0.000,500,Hybrid,0
627,3.132,0.000,500,Hybrid,0
628,3.135,0.000,500,Hybrid,0
629,3.148,0.000,500,Hybrid,0
630,3.131,0.000,500,Hybrid,0
631,3.132,0.000,500,Hybrid,0
632,3.088,0.000,500,Hybrid,0
633,2.703,0.000,500,Hybrid,0
634,2.714,0.000,500,Hybrid,0
635,2.756,0.000,500,Hybrid,0
636,2.872,0.000,500,Hybrid,0
637,2.903,0.000,500,Hybrid,0
638,2.969,0.000,500,Hybrid,0
639,3.032,0.000,500,Hybrid,0
640,3.059,0.000,500,Hybrid,0
641,2.721,0.000,500,Hybrid,0
642,2.662,0.000,500,Hybrid,0
643,2.766,0.000,500,Hybrid,0
644,2.859,0.000,500,Hybrid,0
645,2.906,0.000,500,Hybrid,0
646,3.069,0.000,500,Hybrid,0
647,3.071,0.000,500,Hybrid,0
648,3.118,0.000,500,Hybrid,0
649,3.220,0.000,500,Hybrid,0
650,3.193,0.000,500,Hybrid,0
651,3.406,0.000,500,Hybrid,0
652,3.702,0.000,500,Hybrid,0
653,3.460,0.000,500,Hybrid,0
654,3.429,0.000,500,Hybrid,0
655,3.411,0.000,500,Hybrid,0
656,3.361,0.000,500,Hybrid,0
657,5.149,0.000,500,Hybrid,0
658,3.782,0.000,500,Hybrid,0
659,3.462,0.000,500,Hybrid,0
660,3.315,0.000,500,Hybrid,0
661,3.399,0.000,500,Hybrid,0
